user_id,gender,age,register_date,city
user_02175,M,68,2020-08-03,北京
user_02176,F,20,2020-09-04,北京
user_02177,M,34,2021-06-24,武汉
user_02178,F,31,2020-09-28,深圳
user_02179,F,31,2020-05-12,武汉
user_02180,F,63,2020-01-05,广州
user_02181,M,55,2022-01-25,武汉
user_02182,M,52,2021-06-25,深圳
user_02183,M,18,2021-09-20,北京
user_02184,M,65,2021-11-20,北京
user_02185,F,46,2022-02-11,深圳
user_02186,F,21,2022-01-16,南京
user_02187,F,50,2020-05-20,杭州
user_02188,F,34,2021-04-27,成都
user_02189,F,45,2020-10-31,广州
user_02190,F,67,2020-12-10,武汉
user_02191,M,43,2021-07-15,成都
user_02192,F,25,2020-09-26,南京
user_02193,F,51,2020-04-17,杭州
user_02194,F,35,2021-07-11,广州
user_02195,M,48,2021-04-18,上海
user_02196,M,44,2020-03-22,广州
user_02197,M,33,2021-09-29,武汉
user_02198,F,27,2020-03-24,成都
user_02199,F,57,2020-10-16,广州
user_02200,M,29,2020-03-11,上海
user_02201,F,39,2020-06-23,上海
user_02202,M,33,2021-04-07,北京
user_02203,M,29,2021-01-29,武汉
user_02204,M,28,2020-03-31,上海
user_02205,F,37,2021-04-13,深圳
user_02206,F,68,2021-03-09,成都
user_02207,M,18,2020-09-05,深圳
user_02208,F,44,2021-10-05,杭州
user_02209,M,20,2021-11-11,深圳
user_02210,F,29,2021-07-25,成都
user_02211,F,47,2020-08-28,南京
user_02212,F,26,2021-12-02,杭州
user_02213,M,54,2021-05-10,深圳
user_02214,F,18,2020-12-05,南京
user_02215,F,59,2022-03-03,深圳
user_02216,M,66,2022-01-13,武汉
user_02217,F,21,2021-04-15,杭州
user_02218,M,32,2021-04-07,深圳
user_02219,F,68,2020-10-01,上海
user_02220,M,44,2020-01-15,南京
user_02221,F,25,2020-02-10,成都
user_02222,F,40,2020-07-26,成都
user_02223,M,32,2020-02-29,成都
user_02224,M,44,2020-12-30,深圳
user_02225,M,48,2020-08-27,上海
user_02226,M,56,2021-08-30,成都
user_02227,M,64,2022-02-28,广州
user_02228,F,25,2020-06-08,成都
user_02229,M,47,2021-01-31,北京
user_02230,M,59,2022-03-04,广州
user_02231,F,35,2021-05-14,成都
user_02232,M,21,2020-07-27,深圳
user_02233,F,64,2020-05-12,南京
user_02234,F,60,2021-01-15,成都
user_02235,F,39,2021-03-08,上海
user_02236,F,20,2021-08-31,上海
user_02237,F,32,2021-12-31,成都
user_02238,M,52,2021-01-23,武汉
user_02239,M,64,2021-08-05,深圳
user_02240,M,55,2021-03-07,深圳
user_02241,F,50,2020-09-30,深圳
user_02242,M,31,2020-12-16,成都
user_02243,F,65,2020-05-13,南京
user_02244,F,18,2020-03-06,成都
user_02245,F,66,2021-09-30,北京
user_02246,F,43,2020-07-23,上海
user_02247,M,25,2020-10-24,武汉
user_02248,F,67,2020-04-26,广州
user_02249,F,33,2020-09-23,广州
user_02250,M,55,2022-03-04,南京
user_02251,M,27,2020-05-28,上海
user_02252,F,59,2020-07-12,杭州
user_02253,F,54,2021-11-10,北京
user_02254,F,43,2020-06-27,上海
user_02255,F,45,2020-05-27,北京
user_02256,F,29,2021-04-09,杭州
user_02257,F,37,2021-07-22,北京
user_02258,M,66,2020-01-05,深圳
user_02259,M,31,2021-06-09,上海
user_02260,M,63,2020-10-06,广州
user_02261,F,52,2021-05-13,成都
user_02262,F,46,2021-03-11,杭州
user_02263,F,29,2020-08-03,杭州
user_02264,M,69,2021-11-17,成都
user_02265,F,35,2021-05-29,上海
user_02266,F,61,2020-05-16,武汉
user_02267,F,19,2021-09-03,成都
user_02268,F,19,2021-08-17,北京
user_02269,M,34,2020-10-06,成都
user_02270,F,27,2020-05-11,北京
user_02271,M,35,2021-01-27,北京
user_02272,M,39,2021-04-25,广州
user_02273,F,36,2021-05-27,成都
user_02274,F,18,2021-09-19,武汉
user_02275,F,41,2021-02-22,广州
user_02276,F,53,2020-07-20,武汉
user_02277,F,42,2021-10-13,成都
user_02278,F,53,2021-10-19,武汉
user_02279,F,48,2021-04-06,北京
user_02280,M,48,2022-02-16,武汉
user_02281,M,19,2020-07-20,成都
user_02282,M,36,2020-05-31,杭州
user_02283,M,29,2020-08-09,杭州
user_02284,M,27,2020-03-19,广州
user_02285,M,48,2020-07-18,南京
user_02286,M,62,2022-01-31,深圳
user_02287,F,39,2020-04-08,杭州
user_02288,M,40,2020-07-31,武汉
user_02289,F,69,2020-05-22,广州
user_02290,M,40,2021-12-02,武汉
user_02291,F,32,2021-01-23,深圳
user_02292,M,43,2021-01-08,上海
user_02293,M,20,2020-02-21,广州
user_02294,F,40,2021-09-15,杭州
user_02295,M,37,2020-05-14,杭州
user_02296,M,62,2021-02-14,成都
user_02297,M,57,2021-04-14,深圳
user_02298,M,56,2020-04-21,杭州
user_02299,M,25,2021-06-08,成都
user_02300,M,35,2022-02-23,深圳
user_02301,F,58,2022-01-14,广州
user_02302,F,23,2020-02-13,广州
user_02303,F,44,2021-01-31,成都
user_02304,M,53,2021-08-07,广州
user_02305,F,32,2020-09-17,成都
user_02306,M,54,2022-01-12,北京
user_02307,M,22,2021-06-28,武汉
user_02308,F,56,2021-01-22,深圳
user_02309,M,26,2021-04-20,成都
user_02310,M,24,2021-02-13,深圳
user_02311,F,58,2021-08-02,南京
user_02312,F,37,2020-01-16,北京
user_02313,F,27,2021-10-23,深圳
user_02314,F,43,2020-04-11,成都
user_02315,F,21,2020-07-04,武汉
user_02316,M,55,2020-01-25,武汉
user_02317,M,41,2020-03-12,广州
user_02318,M,31,2021-08-15,武汉
user_02319,M,58,2021-07-26,武汉
user_02320,M,18,2020-01-18,南京
user_02321,F,34,2022-01-23,深圳
user_02322,F,62,2021-07-23,深圳
user_02323,F,41,2020-11-27,杭州
user_02324,M,44,2021-07-22,杭州
user_02325,F,24,2020-04-06,北京
user_02326,F,26,2021-12-27,上海
user_02327,F,60,2020-01-12,武汉
user_02328,M,52,2020-01-11,广州
user_02329,F,29,2020-06-11,武汉
user_02330,M,38,2020-10-09,成都
user_02331,M,20,2021-12-29,北京
user_02332,M,32,2020-08-28,成都
user_02333,F,38,2020-02-14,成都
user_02334,F,27,2021-08-15,深圳
user_02335,M,50,2020-09-11,北京
user_02336,M,63,2020-03-07,北京
user_02337,M,69,2021-09-05,杭州
user_02338,M,23,2021-08-25,南京
user_02339,M,19,2020-02-11,广州
user_02340,M,46,2022-02-26,上海
user_02341,F,57,2022-02-24,成都
user_02342,M,50,2021-01-18,武汉
user_02343,M,21,2021-08-11,广州
user_02344,M,21,2020-08-21,武汉
user_02345,F,46,2021-12-14,杭州
user_02346,F,54,2021-04-29,南京
user_02347,F,37,2022-01-02,南京
user_02348,M,58,2022-02-12,广州
user_02349,F,40,2020-02-08,成都
user_02350,M,62,2020-01-11,深圳
user_02351,F,35,2021-09-15,深圳
user_02352,F,66,2021-02-12,成都
user_02353,F,42,2020-04-17,杭州
user_02354,F,18,2020-04-03,杭州
user_02355,F,32,2020-03-24,北京
user_02356,M,51,2020-02-27,上海
user_02357,F,65,2020-10-19,武汉
user_02358,M,37,2020-01-16,深圳
user_02359,F,54,2021-04-21,上海
user_02360,M,44,2021-08-27,广州
user_02361,M,39,2020-06-13,武汉
user_02362,M,68,2021-03-12,武汉
user_02363,M,22,2021-12-27,武汉
user_02364,F,51,2021-10-17,广州
user_02365,F,56,2022-02-24,成都
user_02366,M,20,2021-02-06,南京
user_02367,M,34,2021-01-20,南京
user_02368,F,41,2020-05-17,成都
user_02369,M,41,2021-12-16,成都
user_02370,F,20,2021-12-22,武汉
user_02371,F,62,2021-06-14,杭州
user_02372,F,24,2020-10-19,深圳
user_02373,F,42,2021-04-19,上海
user_02374,M,20,2021-04-06,南京
user_02375,F,32,2021-01-07,广州
user_02376,M,46,2020-06-10,上海
user_02377,M,67,2021-10-03,南京
user_02378,F,46,2020-02-13,深圳
user_02379,M,27,2020-03-23,武汉
user_02380,F,49,2021-09-27,上海
user_02381,F,40,2021-06-22,武汉
user_02382,F,56,2021-06-02,上海
user_02383,F,26,2021-02-14,杭州
user_02384,M,54,2020-12-06,南京
user_02385,M,69,2021-12-11,成都
user_02386,F,57,2021-09-15,杭州
user_02387,M,31,2020-03-29,杭州
user_02388,F,21,2021-10-01,武汉
user_02389,F,37,2020-08-17,上海
user_02390,F,45,2020-01-18,上海
user_02391,M,31,2021-11-03,杭州
user_02392,M,61,2020-10-07,上海
user_02393,M,51,2021-02-25,杭州
user_02394,M,30,2021-11-08,北京
user_02395,F,48,2022-02-10,南京
user_02396,M,50,2021-12-02,杭州
user_02397,M,69,2020-12-03,广州
user_02398,M,56,2020-09-22,广州
user_02399,F,45,2020-12-20,上海
user_02400,F,42,2020-12-25,杭州
user_02401,M,49,2022-03-01,杭州
user_02402,M,26,2020-08-04,成都
user_02403,M,45,2020-11-16,南京
user_02404,M,48,2021-12-19,武汉
user_02405,F,34,2021-10-26,成都
user_02406,F,40,2021-11-23,成都
user_02407,M,30,2020-07-30,杭州
user_02408,M,27,2022-02-23,南京
user_02409,F,33,2020-07-21,杭州
user_02410,M,23,2021-12-17,广州
user_02411,F,65,2020-06-01,深圳
user_02412,M,28,2021-11-12,上海
user_02413,F,69,2021-03-04,广州
user_02414,M,20,2022-01-22,成都
user_02415,F,45,2020-10-13,广州
user_02416,F,58,2022-01-26,广州
user_02417,M,32,2020-11-16,广州
user_02418,M,30,2021-03-11,南京
user_02419,M,59,2021-08-14,成都
user_02420,M,69,2021-05-10,深圳
user_02421,M,62,2021-08-26,北京
user_02422,M,34,2020-05-28,上海
user_02423,F,24,2021-06-25,上海
user_02424,M,45,2021-09-26,武汉
user_02425,M,55,2021-04-26,广州
user_02426,F,30,2020-11-21,深圳
user_02427,M,34,2020-01-29,成都
user_02428,F,32,2020-09-15,北京
user_02429,M,53,2021-11-28,北京
user_02430,F,45,2020-03-15,广州
user_02431,F,32,2021-07-10,广州
user_02432,F,63,2021-08-03,成都
user_02433,F,28,2021-05-12,武汉
user_02434,M,48,2021-02-19,成都
user_02435,F,21,2021-12-22,南京
user_02436,M,52,2022-01-20,杭州
user_02437,M,51,2020-12-05,成都
user_02438,M,69,2020-11-03,广州
user_02439,F,44,2021-12-04,深圳
user_02440,M,27,2021-09-06,广州
user_02441,F,47,2020-08-28,武汉
user_02442,F,62,2020-09-09,广州
user_02443,F,37,2020-08-07,北京
user_02444,F,46,2021-01-31,南京
user_02445,M,46,2020-12-01,成都
user_02446,M,40,2021-12-29,上海
user_02447,M,67,2021-12-14,成都
user_02448,M,38,2020-01-29,杭州
user_02449,M,65,2021-05-08,深圳
user_02450,M,60,2021-12-24,深圳
user_02451,M,27,2021-05-16,成都
user_02452,F,58,2020-06-02,成都
user_02453,F,29,2020-08-18,广州
user_02454,M,47,2020-04-11,上海
user_02455,F,68,2020-06-25,武汉
user_02456,M,50,2021-11-23,广州
user_02457,M,35,2020-08-19,南京
user_02458,F,31,2020-01-12,北京
user_02459,F,39,2020-07-04,南京
user_02460,M,38,2022-01-30,北京
user_02461,F,18,2020-09-22,南京
user_02462,F,66,2020-05-14,深圳
user_02463,F,60,2022-01-26,深圳
user_02464,F,69,2020-01-31,上海
user_02465,F,32,2021-03-31,深圳
user_02466,M,53,2020-09-15,杭州
user_02467,M,64,2020-04-13,南京
user_02468,M,39,2021-03-06,北京
user_02469,M,49,2021-01-16,上海
user_02470,F,63,2021-04-13,北京
user_02471,M,50,2021-05-27,成都
user_02472,F,58,2020-07-25,成都
user_02473,F,56,2021-10-08,上海
user_02474,F,40,2021-03-22,广州
user_02475,F,60,2022-02-21,杭州
user_02476,F,19,2020-03-29,武汉
user_02477,M,19,2020-07-13,杭州
user_02478,F,55,2021-02-17,南京
user_02479,M,68,2020-05-01,武汉
user_02480,F,46,2021-04-06,深圳
user_02481,M,69,2020-04-25,武汉
user_02482,F,63,2020-07-14,上海
user_02483,F,20,2020-02-05,杭州
user_02484,M,56,2020-03-07,武汉
user_02485,M,24,2021-10-06,深圳
user_02486,F,53,2020-10-07,北京
user_02487,F,46,2021-04-23,武汉
user_02488,F,54,2020-01-11,广州
user_02489,F,66,2021-12-30,深圳
user_02490,M,53,2020-11-17,成都
user_02491,M,40,2021-10-29,武汉
user_02492,M,62,2020-08-27,成都
user_02493,F,33,2020-02-29,北京
user_02494,M,65,2021-10-11,上海
user_02495,F,48,2021-07-15,深圳
user_02496,F,51,2021-11-09,武汉
user_02497,F,67,2020-06-13,武汉
user_02498,F,18,2020-07-07,北京
user_02499,F,35,2021-05-01,武汉
user_02500,M,57,2020-04-01,成都
user_02501,F,60,2020-10-15,武汉
user_02502,F,32,2021-05-23,南京
user_02503,F,65,2020-03-15,武汉
user_02504,F,66,2021-07-10,成都
user_02505,M,34,2021-03-03,成都
user_02506,M,61,2021-01-19,广州
user_02507,F,27,2020-02-22,广州
user_02508,M,37,2020-06-23,成都
user_02509,F,23,2021-11-03,杭州
user_02510,F,25,2021-08-01,上海
user_02511,M,62,2021-04-18,广州
user_02512,F,51,2020-12-26,深圳
user_02513,M,49,2020-09-26,广州
user_02514,F,68,2021-02-10,深圳
user_02515,F,59,2020-05-03,广州
user_02516,F,21,2021-11-24,成都
user_02517,M,61,2021-01-10,武汉
user_02518,M,67,2021-01-26,深圳
user_02519,F,56,2020-06-30,南京
user_02520,F,37,2020-02-05,武汉
user_02521,F,41,2020-07-30,武汉
user_02522,M,41,2020-05-13,上海
user_02523,M,43,2021-11-20,广州
user_02524,M,42,2021-11-08,广州
user_02525,F,53,2021-05-05,成都
user_02526,M,24,2021-03-13,深圳
user_02527,M,27,2020-02-15,杭州
user_02528,F,64,2021-10-29,成都
user_02529,M,29,2021-02-04,武汉
user_02530,F,18,2021-05-02,深圳
user_02531,F,69,2021-03-07,广州
user_02532,F,67,2021-03-03,广州
user_02533,M,42,2022-01-17,广州
user_02534,M,33,2021-07-25,广州
user_02535,F,22,2021-05-31,南京
user_02536,F,36,2021-04-06,北京
user_02537,F,21,2020-06-29,广州
user_02538,M,23,2020-05-24,广州
user_02539,F,43,2020-09-21,杭州
user_02540,F,66,2022-01-04,杭州
user_02541,F,56,2021-02-09,深圳
user_02542,F,56,2021-04-28,武汉
user_02543,F,26,2021-04-26,广州
user_02544,F,62,2020-08-24,广州
user_02545,M,69,2021-06-08,南京
user_02546,F,31,2020-12-04,深圳
user_02547,M,65,2020-09-24,武汉
user_02548,M,26,2020-09-22,广州
user_02549,M,32,2021-06-11,南京
user_02550,M,54,2020-04-01,广州
user_02551,M,67,2020-09-04,成都
user_02552,M,37,2020-01-19,北京
user_02553,F,25,2021-01-24,深圳
user_02554,F,49,2021-01-22,成都
user_02555,M,64,2021-09-06,杭州
user_02556,F,38,2020-04-04,武汉
user_02557,F,58,2021-03-05,上海
user_02558,M,36,2022-03-05,上海
user_02559,M,46,2021-12-25,杭州
user_02560,F,48,2020-02-06,北京
user_02561,F,23,2021-01-27,武汉
user_02562,F,21,2021-07-26,武汉
user_02563,M,60,2020-10-17,南京
user_02564,M,46,2020-10-29,上海
user_02565,M,59,2022-01-25,北京
user_02566,M,20,2021-02-04,上海
user_02567,M,18,2020-12-09,上海
user_02568,M,61,2021-06-01,武汉
user_02569,F,32,2021-01-11,南京
user_02570,F,64,2020-06-13,成都
user_02571,M,38,2020-01-13,武汉
user_02572,F,63,2020-01-25,上海
user_02573,M,48,2022-01-05,武汉
user_02574,M,24,2020-05-02,杭州
user_02575,M,34,2020-05-08,北京
user_02576,F,36,2021-09-25,广州
user_02577,F,56,2021-06-30,武汉
user_02578,F,20,2021-08-17,武汉
user_02579,M,47,2020-11-04,广州
user_02580,F,52,2021-03-11,广州
user_02581,M,46,2020-06-30,北京
user_02582,F,67,2021-08-10,南京
user_02583,F,69,2021-09-07,北京
user_02584,M,31,2022-01-13,广州
user_02585,F,52,2020-02-12,杭州
user_02586,F,45,2021-02-07,上海
user_02587,M,47,2021-08-27,广州
user_02588,F,43,2021-10-17,深圳
user_02589,M,24,2022-02-04,武汉
user_02590,F,56,2021-08-12,北京
user_02591,F,48,2020-09-19,深圳
user_02592,F,22,2020-03-10,深圳
user_02593,F,52,2021-10-22,北京
user_02594,F,67,2020-10-18,南京
user_02595,M,64,2020-08-01,武汉
user_02596,F,69,2020-05-26,广州
user_02597,M,31,2020-01-25,杭州
user_02598,F,53,2020-11-18,成都
user_02599,M,44,2020-04-18,南京
user_02600,M,41,2021-11-23,南京
user_02601,F,57,2020-09-07,深圳
user_02602,M,46,2021-04-26,广州
user_02603,F,62,2021-12-15,成都
user_02604,M,39,2021-11-12,武汉
user_02605,M,25,2020-06-23,深圳
user_02606,F,32,2020-12-12,广州
user_02607,M,66,2020-06-18,深圳
user_02608,M,22,2020-01-02,南京
user_02609,F,69,2021-10-07,广州
user_02610,M,21,2021-09-30,南京
user_02611,F,28,2021-07-11,武汉
user_02612,M,35,2021-12-06,杭州
user_02613,M,59,2020-12-27,武汉
user_02614,F,66,2021-12-21,上海
user_02615,M,47,2020-10-22,上海
user_02616,M,32,2021-07-23,武汉
user_02617,M,23,2021-08-12,北京
user_02618,M,33,2020-07-20,成都
user_02619,F,64,2020-10-15,武汉
user_02620,M,57,2020-03-02,武汉
user_02621,F,26,2021-05-16,深圳
user_02622,F,60,2022-02-18,深圳
user_02623,M,51,2020-05-05,广州
user_02624,F,44,2020-02-18,成都
user_02625,M,30,2021-08-22,南京
user_02626,F,53,2022-02-11,深圳
user_02627,M,44,2020-06-27,成都
user_02628,F,26,2021-08-03,武汉
user_02629,F,22,2021-05-07,成都
user_02630,M,68,2021-03-08,上海
user_02631,F,39,2021-07-25,南京
user_02632,F,48,2020-10-28,深圳
user_02633,M,20,2022-01-30,深圳
user_02634,M,47,2020-06-17,北京
user_02635,F,38,2020-09-25,成都
user_02636,F,52,2020-12-29,广州
user_02637,F,23,2021-09-15,南京
user_02638,F,45,2020-04-09,上海
user_02639,F,49,2020-08-02,武汉
user_02640,F,59,2021-09-16,北京
user_02641,M,54,2020-04-06,上海
user_02642,M,42,2021-09-21,广州
user_02643,F,49,2021-07-01,北京
user_02644,F,52,2020-12-02,上海
user_02645,M,39,2020-12-24,广州
user_02646,M,41,2020-10-16,杭州
user_02647,F,56,2021-01-30,北京
user_02648,F,47,2020-12-25,广州
user_02649,M,67,2020-12-12,北京
user_02650,M,49,2020-05-03,深圳
user_02651,M,48,2021-07-05,深圳
user_02652,M,40,2021-10-14,上海
user_02653,M,57,2021-06-21,南京
user_02654,M,50,2021-10-15,成都
user_02655,F,42,2021-02-25,杭州
user_02656,M,53,2020-12-01,武汉
user_02657,F,41,2021-05-17,成都
user_02658,F,48,2020-02-26,武汉
user_02659,M,56,2021-10-23,武汉
user_02660,F,63,2021-12-17,武汉
user_02661,M,30,2020-03-16,广州
user_02662,F,27,2021-04-10,北京
user_02663,M,40,2020-10-11,深圳
user_02664,F,35,2021-12-22,成都
user_02665,F,49,2021-01-20,南京
user_02666,M,50,2022-02-08,武汉
user_02667,M,53,2020-09-15,深圳
user_02668,F,45,2021-04-21,武汉
user_02669,F,33,2021-11-26,杭州
user_02670,M,33,2020-01-11,广州
user_02671,F,35,2021-11-02,南京
user_02672,M,25,2020-09-16,杭州
user_02673,F,59,2021-01-27,杭州
user_02674,M,33,2021-08-22,广州
user_02675,F,28,2021-01-03,北京
user_02676,M,23,2020-07-02,南京
user_02677,M,18,2020-01-16,杭州
user_02678,M,29,2022-01-25,成都
user_02679,M,55,2021-05-20,武汉
user_02680,F,45,2020-03-26,广州
user_02681,M,62,2021-12-11,广州
user_02682,F,34,2020-01-10,武汉
user_02683,M,18,2021-04-21,深圳
user_02684,M,49,2020-06-12,上海
user_02685,M,25,2020-01-24,南京
user_02686,M,57,2021-07-29,杭州
user_02687,M,60,2020-11-07,成都
user_02688,M,63,2020-08-25,北京
user_02689,F,41,2021-04-06,杭州
user_02690,M,27,2021-04-06,武汉
user_02691,F,64,2020-08-25,北京
user_02692,F,56,2020-01-22,深圳
user_02693,M,56,2020-06-28,杭州
user_02694,M,27,2021-07-12,北京
user_02695,F,53,2022-03-01,杭州
user_02696,F,42,2022-01-05,广州
user_02697,F,67,2021-12-30,杭州
user_02698,M,27,2021-05-13,成都
user_02699,F,36,2021-04-19,杭州
user_02700,F,63,2022-01-18,北京
user_02701,F,62,2021-12-16,成都
user_02702,F,32,2020-12-04,北京
user_02703,M,33,2021-06-14,南京
user_02704,M,19,2021-11-22,武汉
user_02705,F,46,2020-06-10,武汉
user_02706,F,21,2022-03-07,上海
user_02707,M,67,2020-03-01,上海
user_02708,M,46,2020-03-25,成都
user_02709,M,48,2021-06-30,武汉
user_02710,M,34,2021-05-04,上海
user_02711,F,27,2020-01-05,上海
user_02712,F,44,2020-03-16,广州
user_02713,M,58,2020-09-09,北京
user_02714,M,32,2020-01-07,上海
user_02715,M,61,2021-11-11,成都
user_02716,M,48,2021-10-03,广州
user_02717,F,38,2021-04-17,武汉
user_02718,F,58,2020-05-17,上海
user_02719,F,63,2020-12-23,杭州
user_02720,M,62,2021-08-25,武汉
user_02721,F,43,2020-06-11,成都
user_02722,F,55,2020-11-13,北京
user_02723,F,68,2021-04-02,南京
user_02724,M,53,2020-09-09,武汉
user_02725,M,69,2020-07-19,杭州
user_02726,M,34,2021-06-15,武汉
user_02727,M,68,2022-01-10,上海
user_02728,M,20,2021-11-05,成都
user_02729,M,31,2020-06-13,杭州
user_02730,F,66,2020-08-19,南京
user_02731,F,30,2020-11-23,成都
user_02732,M,58,2020-08-25,深圳
user_02733,M,44,2020-04-29,武汉
user_02734,F,18,2021-09-10,杭州
user_02735,F,34,2020-09-06,成都
user_02736,F,65,2020-12-01,杭州
user_02737,F,67,2020-10-10,深圳
user_02738,F,51,2020-07-16,北京
user_02739,F,31,2021-02-19,南京
user_02740,M,34,2022-01-01,北京
user_02741,M,20,2021-01-29,武汉
user_02742,M,51,2020-05-30,广州
user_02743,M,57,2022-03-08,杭州
user_02744,M,42,2020-09-21,深圳
user_02745,F,19,2020-08-07,南京
user_02746,F,51,2020-08-03,成都
user_02747,F,43,2020-11-10,广州
user_02748,M,48,2021-10-29,杭州
user_02749,F,26,2020-08-03,广州
user_02750,F,47,2020-11-30,南京
user_02751,M,37,2020-12-24,杭州
user_02752,F,38,2021-09-17,武汉
user_02753,M,46,2020-06-09,武汉
user_02754,M,42,2021-09-01,北京
user_02755,F,55,2021-05-25,成都
user_02756,M,61,2020-06-05,深圳
user_02757,M,42,2020-06-10,武汉
user_02758,F,26,2020-02-11,北京
user_02759,F,56,2020-06-28,广州
user_02760,M,61,2020-10-29,上海
user_02761,M,43,2020-11-25,武汉
user_02762,M,54,2021-07-16,广州
user_02763,F,33,2022-02-02,南京
user_02764,M,54,2021-03-04,上海
user_02765,M,29,2020-12-15,杭州
user_02766,F,41,2020-04-29,北京
user_02767,F,43,2020-03-15,杭州
user_02768,M,37,2021-11-04,深圳
user_02769,F,26,2021-10-22,成都
user_02770,F,40,2020-05-02,武汉
user_02771,M,56,2021-10-14,上海
user_02772,M,46,2020-06-30,武汉
user_02773,F,48,2022-02-27,成都
user_02774,M,36,2020-09-13,杭州
user_02775,F,37,2022-01-26,北京
user_02776,M,40,2021-08-20,北京
user_02777,M,60,2021-08-05,杭州
user_02778,M,44,2020-09-25,杭州
user_02779,M,47,2021-05-07,北京
user_02780,M,38,2020-06-28,深圳
user_02781,M,61,2022-03-01,上海
user_02782,F,52,2020-05-28,成都
user_02783,F,66,2021-06-01,广州
user_02784,F,24,2020-05-27,武汉
user_02785,F,39,2021-11-10,杭州
user_02786,M,27,2020-01-09,杭州
user_02787,F,40,2020-06-26,武汉
user_02788,M,32,2022-03-06,北京
user_02789,F,47,2021-01-29,成都
user_02790,F,51,2021-09-19,成都
user_02791,F,30,2021-08-30,深圳
user_02792,F,21,2020-11-26,上海
user_02793,F,35,2020-02-25,深圳
user_02794,M,40,2020-07-25,南京
user_02795,M,50,2020-04-14,深圳
user_02796,F,51,2021-06-30,南京
user_02797,M,51,2021-12-21,成都
user_02798,F,53,2022-03-03,上海
user_02799,F,52,2020-12-20,上海
user_02800,M,34,2021-10-20,南京
user_02801,F,45,2021-05-03,上海
user_02802,F,31,2022-03-09,武汉
user_02803,F,51,2021-08-15,北京
user_02804,F,65,2021-05-17,上海
user_02805,F,28,2020-02-19,成都
user_02806,F,30,2020-03-27,武汉
user_02807,F,50,2021-12-03,北京
user_02808,M,19,2020-10-29,广州
user_02809,M,51,2020-01-01,南京
user_02810,F,46,2021-01-15,杭州
user_02811,M,54,2021-10-11,深圳
user_02812,F,21,2021-10-09,上海
user_02813,F,29,2020-12-27,南京
user_02814,M,43,2021-01-15,广州
user_02815,F,45,2021-10-27,上海
user_02816,F,20,2020-06-10,深圳
user_02817,F,37,2020-01-19,成都
user_02818,M,27,2020-08-30,成都
user_02819,M,69,2020-05-08,深圳
user_02820,M,35,2020-06-24,广州
user_02821,F,44,2021-02-12,南京
user_02822,M,48,2022-03-02,北京
user_02823,F,44,2020-03-24,杭州
user_02824,M,59,2021-01-10,杭州
user_02825,M,18,2020-08-09,南京
user_02826,F,23,2020-11-20,杭州
user_02827,F,28,2021-03-26,北京
user_02828,M,51,2021-02-19,上海
user_02829,M,56,2021-10-18,南京
user_02830,M,37,2021-03-20,深圳
user_02831,F,38,2021-09-09,深圳
user_02832,F,38,2020-11-20,北京
user_02833,M,35,2021-06-06,广州
user_02834,M,38,2020-06-14,杭州
user_02835,M,36,2021-12-08,南京
user_02836,F,21,2022-01-12,武汉
user_02837,F,30,2021-10-20,深圳
user_02838,M,35,2020-08-25,南京
user_02839,F,69,2020-01-13,成都
user_02840,M,46,2021-12-31,成都
user_02841,M,42,2020-09-13,武汉
user_02842,F,30,2021-05-28,深圳
user_02843,F,44,2020-07-28,杭州
user_02844,F,36,2021-04-28,杭州
user_02845,F,66,2020-12-30,杭州
user_02846,M,18,2020-08-12,广州
user_02847,F,55,2020-07-12,成都
user_02848,M,36,2020-07-14,广州
user_02849,F,69,2021-02-03,北京
user_02850,M,18,2022-02-10,上海
user_02851,F,57,2020-02-26,杭州
user_02852,M,34,2021-09-16,北京
user_02853,M,38,2020-07-31,上海
user_02854,F,39,2020-10-05,武汉
user_02855,M,32,2022-01-25,成都
user_02856,F,67,2021-01-14,上海
user_02857,M,56,2020-04-26,南京
user_02858,M,65,2021-03-26,上海
user_02859,M,56,2021-08-21,深圳
user_02860,M,49,2021-02-13,上海
user_02861,F,66,2021-01-01,深圳
user_02862,M,21,2022-02-13,上海
user_02863,F,61,2020-04-22,深圳
user_02864,F,62,2020-06-12,成都
user_02865,M,49,2020-01-04,成都
user_02866,F,21,2021-09-21,南京
user_02867,F,18,2020-01-23,上海
user_02868,F,50,2022-01-14,武汉
user_02869,M,24,2021-08-24,武汉
user_02870,M,26,2022-02-05,广州
user_02871,F,18,2020-04-01,武汉
user_02872,F,33,2021-04-13,南京
user_02873,F,35,2020-06-03,成都
user_02874,M,64,2021-09-18,北京
user_02875,F,23,2020-07-25,武汉
user_02876,M,19,2020-03-21,北京
user_02877,F,26,2021-09-06,深圳
user_02878,M,21,2021-04-27,广州
user_02879,F,62,2021-08-14,南京
user_02880,M,40,2021-02-10,南京
user_02881,M,60,2020-04-12,杭州
user_02882,F,62,2020-08-27,深圳
user_02883,M,60,2020-09-21,上海
user_02884,M,68,2020-02-02,武汉
user_02885,M,25,2020-02-04,南京
user_02886,F,56,2020-09-05,成都
user_02887,F,42,2020-02-19,广州
user_02888,M,33,2020-10-06,深圳
user_02889,F,52,2022-01-23,深圳
user_02890,F,34,2020-05-31,北京
user_02891,M,35,2021-10-20,上海
user_02892,F,44,2021-07-04,深圳
user_02893,F,32,2021-12-01,南京
user_02894,F,34,2021-06-20,北京
user_02895,M,60,2022-01-25,广州
