product_id,category,price
prod_00977,电子产品,46.25
prod_00978,母婴用品,17.7
prod_00979,食品,76.56
prod_00980,服装,27.61
prod_00981,运动户外,13.2
prod_00982,母婴用品,18.73
prod_00983,家居用品,56.26
prod_00984,运动户外,62.57
prod_00985,运动户外,10.0
prod_00986,电子产品,10.0
prod_00987,图书,12.16
prod_00988,电子产品,61.87
prod_00989,食品,54.93
prod_00990,美妆,44.86
prod_00991,服装,49.82
prod_00992,运动户外,79.06
prod_00993,运动户外,31.43
prod_00994,母婴用品,48.0
prod_00995,家居用品,28.38
prod_00996,电子产品,46.76
prod_00997,运动户外,13.63
prod_00998,家居用品,10.04
prod_00999,服装,11.85
prod_01000,运动户外,16.11
prod_01001,家居用品,38.57
prod_01002,家居用品,75.13
prod_01003,服装,12.38
prod_01004,家居用品,151.82
prod_01005,服装,16.81
prod_01006,电子产品,20.4
prod_01007,家居用品,25.26
prod_01008,运动户外,12.12
prod_01009,服装,13.46
prod_01010,美妆,15.75
prod_01011,家居用品,10.0
prod_01012,美妆,10.43
prod_01013,母婴用品,18.88
prod_01014,食品,14.51
prod_01015,美妆,11.95
prod_01016,电子产品,45.61
prod_01017,服装,10.0
prod_01018,运动户外,32.08
prod_01019,运动户外,22.66
prod_01020,食品,25.19
prod_01021,母婴用品,10.0
prod_01022,电子产品,12.88
prod_01023,美妆,27.48
prod_01024,家居用品,13.03
prod_01025,美妆,10.0
prod_01026,电子产品,16.19
prod_01027,母婴用品,17.24
prod_01028,图书,36.0
prod_01029,家居用品,49.83
prod_01030,美妆,22.43
prod_01031,图书,28.49
prod_01032,家居用品,46.74
prod_01033,电子产品,17.28
prod_01034,服装,30.98
prod_01035,电子产品,10.0
prod_01036,食品,12.81
prod_01037,服装,79.15
prod_01038,服装,45.58
prod_01039,食品,39.2
prod_01040,母婴用品,10.0
prod_01041,图书,10.0
prod_01042,美妆,10.0
prod_01043,服装,21.82
prod_01044,电子产品,30.72
prod_01045,电子产品,71.32
prod_01046,图书,10.0
prod_01047,服装,12.76
prod_01048,家居用品,74.16
prod_01049,运动户外,10.0
prod_01050,服装,23.94
prod_01051,运动户外,10.0
prod_01052,运动户外,15.21
prod_01053,电子产品,96.83
prod_01054,母婴用品,31.17
prod_01055,电子产品,57.96
prod_01056,母婴用品,31.08
prod_01057,服装,30.66
prod_01058,图书,10.0
prod_01059,图书,104.81
prod_01060,食品,74.02
prod_01061,美妆,11.06
prod_01062,母婴用品,68.39
prod_01063,母婴用品,47.06
prod_01064,美妆,33.89
prod_01065,美妆,23.81
prod_01066,家居用品,18.53
prod_01067,运动户外,80.81
prod_01068,美妆,22.37
prod_01069,运动户外,29.31
prod_01070,美妆,75.61
prod_01071,家居用品,50.92
prod_01072,电子产品,10.0
prod_01073,电子产品,12.58
prod_01074,食品,10.4
prod_01075,家居用品,28.68
prod_01076,美妆,13.66
prod_01077,电子产品,14.8
prod_01078,服装,16.65
prod_01079,家居用品,27.02
prod_01080,服装,16.3
prod_01081,电子产品,43.58
prod_01082,图书,10.0
prod_01083,电子产品,10.0
prod_01084,电子产品,11.92
prod_01085,母婴用品,10.0
prod_01086,电子产品,21.0
prod_01087,运动户外,14.59
prod_01088,母婴用品,10.0
prod_01089,食品,10.0
prod_01090,食品,23.25
prod_01091,服装,41.29
prod_01092,服装,11.42
prod_01093,服装,18.73
prod_01094,电子产品,12.02
prod_01095,服装,17.79
prod_01096,运动户外,82.25
prod_01097,电子产品,148.36
prod_01098,图书,14.05
prod_01099,美妆,13.34
prod_01100,电子产品,28.38
prod_01101,电子产品,22.12
prod_01102,服装,34.64
prod_01103,美妆,18.18
prod_01104,家居用品,17.36
prod_01105,美妆,28.6
prod_01106,美妆,24.38
prod_01107,运动户外,13.66
prod_01108,电子产品,22.18
prod_01109,食品,22.23
prod_01110,电子产品,10.0
prod_01111,电子产品,19.19
prod_01112,家居用品,41.37
prod_01113,图书,14.14
prod_01114,母婴用品,11.08
prod_01115,家居用品,11.11
prod_01116,食品,26.12
prod_01117,家居用品,10.0
prod_01118,美妆,24.3
prod_01119,服装,22.81
prod_01120,服装,10.0
prod_01121,食品,42.79
prod_01122,美妆,54.67
prod_01123,电子产品,24.56
prod_01124,食品,20.72
prod_01125,服装,13.45
prod_01126,电子产品,13.88
prod_01127,家居用品,14.2
prod_01128,运动户外,36.4
prod_01129,运动户外,31.76
prod_01130,电子产品,10.0
prod_01131,美妆,10.0
prod_01132,食品,10.35
prod_01133,母婴用品,13.85
prod_01134,母婴用品,28.36
prod_01135,食品,13.05
prod_01136,电子产品,28.08
prod_01137,服装,72.03
prod_01138,图书,12.6
prod_01139,母婴用品,10.0
prod_01140,服装,10.0
prod_01141,图书,10.0
prod_01142,美妆,31.3
prod_01143,电子产品,36.85
prod_01144,食品,33.16
prod_01145,电子产品,10.0
prod_01146,美妆,14.78
prod_01147,美妆,14.82
prod_01148,母婴用品,79.29
prod_01149,母婴用品,25.45
prod_01150,电子产品,21.94
prod_01151,电子产品,25.09
prod_01152,图书,14.25
prod_01153,美妆,27.73
prod_01154,运动户外,13.7
prod_01155,家居用品,62.94
prod_01156,运动户外,10.0
prod_01157,服装,23.36
prod_01158,家居用品,34.34
prod_01159,电子产品,18.84
prod_01160,运动户外,22.23
prod_01161,食品,17.1
prod_01162,母婴用品,10.0
prod_01163,图书,80.42
prod_01164,电子产品,15.08
prod_01165,食品,10.0
prod_01166,电子产品,11.26
prod_01167,食品,58.15
prod_01168,服装,124.18
prod_01169,美妆,27.04
prod_01170,食品,37.78
prod_01171,家居用品,87.99
prod_01172,电子产品,10.0
prod_01173,服装,27.49
prod_01174,母婴用品,86.6
prod_01175,服装,39.31
prod_01176,图书,16.15
prod_01177,电子产品,26.83
prod_01178,服装,89.13
prod_01179,食品,22.67
prod_01180,图书,10.0
prod_01181,食品,32.76
prod_01182,食品,10.0
prod_01183,图书,11.16
prod_01184,家居用品,13.84
prod_01185,电子产品,19.79
prod_01186,家居用品,10.21
prod_01187,电子产品,27.9
prod_01188,母婴用品,15.21
prod_01189,食品,38.67
prod_01190,服装,20.75
prod_01191,母婴用品,17.76
prod_01192,母婴用品,18.33
prod_01193,服装,64.58
prod_01194,运动户外,40.69
prod_01195,电子产品,10.0
prod_01196,运动户外,13.47
prod_01197,家居用品,21.7
prod_01198,食品,10.0
prod_01199,家居用品,28.3
prod_01200,母婴用品,10.19
prod_01201,电子产品,11.16
prod_01202,服装,11.46
prod_01203,美妆,54.99
prod_01204,美妆,32.7
prod_01205,图书,14.01
prod_01206,图书,12.81
prod_01207,图书,22.92
prod_01208,家居用品,71.99
prod_01209,服装,16.35
prod_01210,服装,10.0
prod_01211,母婴用品,22.98
prod_01212,服装,24.99
prod_01213,家居用品,26.99
prod_01214,美妆,19.49
prod_01215,服装,22.4
prod_01216,家居用品,10.0
prod_01217,图书,48.08
prod_01218,电子产品,13.21
prod_01219,美妆,16.34
prod_01220,服装,27.51
prod_01221,家居用品,23.8
prod_01222,母婴用品,70.88
prod_01223,家居用品,57.26
prod_01224,家居用品,13.54
prod_01225,运动户外,97.76
prod_01226,电子产品,42.93
prod_01227,电子产品,22.29
prod_01228,家居用品,11.82
prod_01229,食品,19.08
prod_01230,服装,10.0
prod_01231,美妆,31.02
prod_01232,电子产品,10.0
prod_01233,家居用品,29.68
prod_01234,食品,13.69
prod_01235,家居用品,22.24
prod_01236,服装,12.27
prod_01237,食品,11.28
prod_01238,母婴用品,36.14
prod_01239,电子产品,12.18
prod_01240,服装,10.0
prod_01241,服装,10.0
prod_01242,运动户外,39.8
prod_01243,母婴用品,10.0
prod_01244,母婴用品,20.17
prod_01245,服装,117.92
prod_01246,家居用品,11.58
prod_01247,服装,10.75
prod_01248,家居用品,47.91
prod_01249,图书,10.0
prod_01250,家居用品,47.85
prod_01251,美妆,14.81
prod_01252,母婴用品,41.36
prod_01253,家居用品,28.53
prod_01254,美妆,31.81
prod_01255,电子产品,14.09
prod_01256,电子产品,14.68
prod_01257,电子产品,13.24
prod_01258,电子产品,58.16
prod_01259,家居用品,20.18
prod_01260,食品,95.49
prod_01261,图书,24.17
prod_01262,电子产品,17.33
prod_01263,运动户外,16.89
prod_01264,运动户外,11.5
prod_01265,图书,24.03
prod_01266,服装,18.71
prod_01267,电子产品,12.29
prod_01268,图书,19.16
prod_01269,运动户外,13.46
prod_01270,家居用品,25.27
prod_01271,图书,35.59
prod_01272,电子产品,12.16
prod_01273,图书,13.94
prod_01274,电子产品,10.0
prod_01275,食品,49.76
prod_01276,食品,10.0
prod_01277,家居用品,11.86
prod_01278,电子产品,35.42
prod_01279,母婴用品,12.12
prod_01280,食品,11.77
prod_01281,食品,34.39
prod_01282,美妆,10.0
prod_01283,运动户外,20.56
prod_01284,电子产品,12.93
prod_01285,运动户外,13.15
prod_01286,家居用品,47.18
prod_01287,电子产品,19.76
prod_01288,美妆,10.0
prod_01289,母婴用品,10.0
prod_01290,电子产品,19.14
prod_01291,服装,10.0
prod_01292,食品,52.72
prod_01293,家居用品,10.0
prod_01294,母婴用品,19.89
prod_01295,美妆,10.0
prod_01296,运动户外,10.0
prod_01297,服装,16.98
prod_01298,服装,259.61
prod_01299,食品,12.81
prod_01300,服装,34.9
prod_01301,图书,13.54
prod_01302,家居用品,45.31
prod_01303,服装,18.66
prod_01304,运动户外,10.0
prod_01305,图书,16.45
prod_01306,电子产品,10.0
prod_01307,运动户外,10.0
prod_01308,食品,27.25
prod_01309,美妆,11.9
prod_01310,家居用品,14.18
prod_01311,服装,42.56
prod_01312,运动户外,13.45
prod_01313,家居用品,30.26
prod_01314,电子产品,12.47
prod_01315,服装,41.82
prod_01316,电子产品,57.26
prod_01317,图书,10.0
prod_01318,电子产品,10.0
prod_01319,家居用品,16.64
prod_01320,运动户外,11.61
prod_01321,食品,39.89
prod_01322,家居用品,23.94
prod_01323,食品,10.0
prod_01324,家居用品,62.43
prod_01325,电子产品,61.5
prod_01326,美妆,10.0
prod_01327,图书,12.37
prod_01328,运动户外,39.15
prod_01329,图书,42.23
prod_01330,母婴用品,61.74
prod_01331,母婴用品,145.12
prod_01332,图书,28.06
prod_01333,运动户外,55.77
prod_01334,美妆,170.16
prod_01335,电子产品,19.85
prod_01336,电子产品,10.73
prod_01337,电子产品,24.63
prod_01338,母婴用品,71.85
prod_01339,美妆,85.67
prod_01340,图书,22.58
prod_01341,家居用品,17.6
prod_01342,服装,10.0
prod_01343,电子产品,21.41
prod_01344,运动户外,10.0
prod_01345,运动户外,10.0
prod_01346,图书,24.26
prod_01347,电子产品,10.0
prod_01348,电子产品,26.69
prod_01349,家居用品,42.91
prod_01350,家居用品,10.0
prod_01351,运动户外,12.54
prod_01352,电子产品,10.0
prod_01353,食品,32.3
prod_01354,食品,10.0
prod_01355,服装,35.15
prod_01356,家居用品,25.33
prod_01357,母婴用品,112.96
prod_01358,服装,76.53
prod_01359,图书,10.0
prod_01360,电子产品,86.49
prod_01361,运动户外,13.1
prod_01362,家居用品,10.53
prod_01363,美妆,13.38
prod_01364,食品,15.95
prod_01365,电子产品,112.99
prod_01366,电子产品,10.0
prod_01367,母婴用品,88.39
prod_01368,电子产品,39.0
prod_01369,图书,22.97
prod_01370,美妆,12.44
prod_01371,家居用品,18.65
prod_01372,电子产品,39.69
prod_01373,电子产品,43.36
prod_01374,食品,10.33
prod_01375,食品,37.29
prod_01376,运动户外,12.55
prod_01377,美妆,17.45
prod_01378,运动户外,57.4
prod_01379,电子产品,37.9
prod_01380,美妆,10.0
prod_01381,家居用品,22.38
prod_01382,家居用品,28.09
prod_01383,图书,22.62
prod_01384,图书,10.0
prod_01385,服装,10.0
prod_01386,图书,10.0
prod_01387,服装,12.09
prod_01388,运动户外,22.43
prod_01389,电子产品,13.23
prod_01390,电子产品,12.22
prod_01391,图书,10.0
prod_01392,美妆,10.0
prod_01393,食品,10.0
prod_01394,美妆,40.66
prod_01395,母婴用品,28.36
prod_01396,美妆,37.61
prod_01397,美妆,29.07
prod_01398,图书,38.78
prod_01399,运动户外,10.0
prod_01400,家居用品,58.5
prod_01401,美妆,46.45
prod_01402,食品,14.89
prod_01403,电子产品,43.64
prod_01404,食品,53.13
prod_01405,电子产品,19.25
prod_01406,电子产品,30.87
prod_01407,母婴用品,13.26
prod_01408,电子产品,57.74
prod_01409,食品,13.99
prod_01410,家居用品,25.82
prod_01411,食品,19.41
prod_01412,家居用品,12.6
prod_01413,服装,10.0
prod_01414,运动户外,40.81
prod_01415,服装,19.52
prod_01416,服装,86.95
prod_01417,服装,53.16
prod_01418,电子产品,52.56
prod_01419,服装,36.12
prod_01420,电子产品,36.72
prod_01421,食品,22.76
prod_01422,运动户外,38.85
prod_01423,食品,14.04
prod_01424,美妆,10.0
prod_01425,电子产品,35.38
prod_01426,运动户外,36.02
prod_01427,服装,10.0
prod_01428,母婴用品,30.29
prod_01429,电子产品,29.92
prod_01430,母婴用品,47.62
prod_01431,美妆,18.46
prod_01432,电子产品,10.0
prod_01433,母婴用品,13.64
prod_01434,电子产品,13.6
prod_01435,图书,18.29
prod_01436,运动户外,22.15
prod_01437,电子产品,16.61
prod_01438,家居用品,27.57
prod_01439,食品,10.0
prod_01440,美妆,26.79
prod_01441,运动户外,10.94
prod_01442,图书,17.1
prod_01443,服装,10.0
prod_01444,运动户外,42.73
prod_01445,母婴用品,15.72
prod_01446,家居用品,26.34
prod_01447,电子产品,10.41
prod_01448,服装,12.83
prod_01449,运动户外,10.0
prod_01450,电子产品,22.81
prod_01451,运动户外,31.82
prod_01452,母婴用品,10.0
prod_01453,电子产品,22.46
prod_01454,服装,16.51
prod_01455,家居用品,23.46
prod_01456,服装,10.0
prod_01457,服装,29.14
prod_01458,图书,16.07
prod_01459,食品,17.98
prod_01460,母婴用品,130.64
prod_01461,家居用品,10.0
prod_01462,食品,30.94
prod_01463,运动户外,28.45
prod_01464,服装,33.26
prod_01465,服装,32.09
prod_01466,美妆,23.44
prod_01467,运动户外,27.85
prod_01468,服装,172.19
prod_01469,食品,17.5
prod_01470,母婴用品,17.35
prod_01471,电子产品,10.0
prod_01472,服装,10.38
prod_01473,美妆,24.02
prod_01474,电子产品,26.98
prod_01475,食品,18.35
prod_01476,电子产品,33.85
prod_01477,运动户外,14.58
prod_01478,运动户外,146.67
prod_01479,电子产品,22.7
prod_01480,电子产品,34.44
prod_01481,图书,22.86
prod_01482,服装,12.41
prod_01483,食品,13.39
prod_01484,家居用品,10.0
prod_01485,电子产品,10.0
prod_01486,家居用品,42.94
prod_01487,家居用品,12.34
prod_01488,服装,19.08
prod_01489,图书,68.46
prod_01490,食品,51.17
prod_01491,美妆,22.65
prod_01492,服装,16.97
prod_01493,家居用品,17.77
prod_01494,电子产品,116.98
prod_01495,服装,23.06
prod_01496,美妆,219.98
prod_01497,图书,10.0
prod_01498,服装,20.85
prod_01499,美妆,51.04
prod_01500,家居用品,47.66
prod_01501,运动户外,33.29
prod_01502,运动户外,12.33
prod_01503,家居用品,10.0
prod_01504,食品,17.41
prod_01505,美妆,46.28
prod_01506,服装,78.26
prod_01507,母婴用品,21.95
prod_01508,图书,18.57
prod_01509,美妆,23.74
prod_01510,食品,23.95
prod_01511,电子产品,51.9
prod_01512,电子产品,14.96
prod_01513,家居用品,18.27
prod_01514,家居用品,29.07
prod_01515,母婴用品,12.11
prod_01516,服装,10.0
prod_01517,运动户外,61.74
prod_01518,运动户外,19.7
prod_01519,运动户外,40.96
prod_01520,家居用品,34.89
prod_01521,服装,10.0
prod_01522,家居用品,11.92
prod_01523,母婴用品,21.14
prod_01524,运动户外,16.57
prod_01525,家居用品,24.43
prod_01526,家居用品,23.3
prod_01527,食品,37.66
prod_01528,家居用品,19.4
prod_01529,运动户外,21.23
prod_01530,运动户外,10.0
prod_01531,图书,12.42
prod_01532,美妆,12.92
prod_01533,食品,14.08
prod_01534,家居用品,14.93
prod_01535,运动户外,32.46
prod_01536,运动户外,82.9
prod_01537,电子产品,10.0
prod_01538,服装,17.11
prod_01539,电子产品,10.05
prod_01540,运动户外,10.0
prod_01541,电子产品,13.17
prod_01542,美妆,10.0
prod_01543,服装,24.19
prod_01544,运动户外,17.64
prod_01545,食品,15.82
prod_01546,家居用品,25.69
prod_01547,家居用品,10.0
prod_01548,家居用品,10.0
prod_01549,图书,26.68
prod_01550,图书,10.0
prod_01551,家居用品,10.0
prod_01552,服装,72.38
prod_01553,电子产品,26.41
prod_01554,运动户外,45.28
prod_01555,家居用品,11.24
prod_01556,运动户外,10.0
prod_01557,食品,25.28
prod_01558,食品,10.0
prod_01559,电子产品,45.4
prod_01560,电子产品,24.31
prod_01561,食品,23.48
prod_01562,服装,23.68
prod_01563,电子产品,102.21
prod_01564,运动户外,33.92
prod_01565,服装,17.08
prod_01566,家居用品,22.41
prod_01567,图书,10.01
prod_01568,母婴用品,13.21
prod_01569,家居用品,54.66
prod_01570,图书,20.78
prod_01571,美妆,36.97
prod_01572,母婴用品,10.0
prod_01573,家居用品,39.53
prod_01574,母婴用品,17.15
prod_01575,家居用品,24.09
prod_01576,服装,21.08
prod_01577,服装,23.24
prod_01578,家居用品,18.4
prod_01579,美妆,56.11
prod_01580,食品,10.0
prod_01581,家居用品,30.78
prod_01582,电子产品,11.77
prod_01583,家居用品,10.0
prod_01584,服装,111.12
prod_01585,服装,10.0
prod_01586,服装,10.0
prod_01587,电子产品,43.15
prod_01588,服装,13.54
prod_01589,运动户外,55.68
prod_01590,电子产品,10.0
prod_01591,电子产品,88.5
prod_01592,服装,42.72
prod_01593,服装,17.01
prod_01594,食品,10.0
prod_01595,母婴用品,10.0
prod_01596,图书,11.55
prod_01597,美妆,35.55
prod_01598,服装,10.08
prod_01599,家居用品,10.0
prod_01600,食品,24.1
prod_01601,运动户外,44.57
prod_01602,运动户外,116.47
prod_01603,服装,10.0
prod_01604,家居用品,10.0
prod_01605,家居用品,10.0
prod_01606,电子产品,10.0
prod_01607,运动户外,10.0
prod_01608,家居用品,10.0
prod_01609,服装,13.11
prod_01610,运动户外,32.25
prod_01611,电子产品,30.24
prod_01612,服装,13.32
prod_01613,电子产品,20.33
prod_01614,服装,10.0
prod_01615,电子产品,12.78
prod_01616,食品,10.0
prod_01617,图书,11.11
prod_01618,美妆,88.64
prod_01619,食品,22.56
prod_01620,运动户外,12.49
prod_01621,家居用品,29.44
prod_01622,运动户外,14.65
prod_01623,家居用品,77.26
prod_01624,服装,26.63
prod_01625,电子产品,10.0
prod_01626,电子产品,57.7
prod_01627,母婴用品,32.96
prod_01628,电子产品,29.19
prod_01629,家居用品,38.91
prod_01630,食品,35.99
prod_01631,家居用品,30.25
prod_01632,运动户外,17.65
prod_01633,母婴用品,41.48
prod_01634,家居用品,17.5
prod_01635,电子产品,58.12
prod_01636,家居用品,29.92
prod_01637,服装,23.33
prod_01638,家居用品,33.32
prod_01639,服装,22.79
prod_01640,图书,55.7
prod_01641,服装,42.91
prod_01642,电子产品,21.29
prod_01643,服装,10.0
prod_01644,图书,40.06
prod_01645,服装,28.03
prod_01646,家居用品,140.02
prod_01647,服装,10.0
prod_01648,服装,16.86
prod_01649,家居用品,10.0
prod_01650,母婴用品,11.22
prod_01651,图书,69.85
prod_01652,美妆,10.0
prod_01653,运动户外,10.0
prod_01654,美妆,31.94
prod_01655,图书,23.45
prod_01656,服装,15.43
prod_01657,食品,10.0
prod_01658,电子产品,55.31
prod_01659,家居用品,16.64
prod_01660,服装,10.0
prod_01661,美妆,25.98
prod_01662,服装,54.86
prod_01663,美妆,16.23
prod_01664,图书,11.95
prod_01665,电子产品,20.66
prod_01666,家居用品,27.28
prod_01667,电子产品,29.4
prod_01668,电子产品,16.5
prod_01669,食品,53.76
prod_01670,图书,10.0
prod_01671,家居用品,17.49
prod_01672,运动户外,17.43
prod_01673,运动户外,10.0
prod_01674,服装,26.85
prod_01675,美妆,21.64
prod_01676,电子产品,17.24
prod_01677,图书,30.11
prod_01678,电子产品,17.19
prod_01679,美妆,62.05
prod_01680,服装,29.27
prod_01681,母婴用品,27.11
prod_01682,服装,11.71
prod_01683,电子产品,10.0
prod_01684,服装,38.18
prod_01685,图书,10.0
prod_01686,美妆,16.21
prod_01687,母婴用品,40.63
prod_01688,运动户外,10.04
prod_01689,食品,13.89
prod_01690,家居用品,10.0
prod_01691,电子产品,10.0
prod_01692,母婴用品,10.63
prod_01693,母婴用品,13.88
prod_01694,家居用品,22.27
prod_01695,美妆,24.17
prod_01696,图书,63.85
prod_01697,食品,13.61
prod_01698,运动户外,31.35
prod_01699,电子产品,12.08
prod_01700,运动户外,76.76
prod_01701,服装,22.17
prod_01702,服装,17.02
prod_01703,服装,10.66
prod_01704,食品,41.47
prod_01705,食品,22.28
prod_01706,图书,23.66
prod_01707,食品,10.0
prod_01708,美妆,10.74
prod_01709,家居用品,10.0
prod_01710,母婴用品,13.36
prod_01711,电子产品,13.69
prod_01712,食品,10.0
prod_01713,电子产品,18.96
prod_01714,服装,15.2
prod_01715,家居用品,11.24
prod_01716,母婴用品,10.12
prod_01717,电子产品,22.93
prod_01718,服装,10.78
prod_01719,图书,74.85
prod_01720,电子产品,17.34
prod_01721,运动户外,41.88
prod_01722,运动户外,10.0
prod_01723,图书,17.64
prod_01724,家居用品,10.0
prod_01725,家居用品,28.24
prod_01726,电子产品,19.11
prod_01727,电子产品,97.79
prod_01728,电子产品,14.84
prod_01729,运动户外,10.0
prod_01730,食品,19.15
prod_01731,家居用品,23.53
prod_01732,家居用品,12.17
prod_01733,食品,10.99
prod_01734,家居用品,10.0
prod_01735,运动户外,29.52
prod_01736,家居用品,32.24
prod_01737,运动户外,140.51
prod_01738,美妆,17.58
prod_01739,母婴用品,22.7
prod_01740,电子产品,16.55
prod_01741,电子产品,175.13
prod_01742,食品,32.92
prod_01743,母婴用品,20.12
prod_01744,图书,108.01
prod_01745,美妆,19.15
prod_01746,电子产品,341.61
prod_01747,服装,76.03
prod_01748,家居用品,19.75
prod_01749,食品,30.27
prod_01750,家居用品,22.23
prod_01751,家居用品,36.72
prod_01752,美妆,12.63
prod_01753,母婴用品,107.49
prod_01754,美妆,11.92
prod_01755,美妆,24.62
prod_01756,母婴用品,26.95
prod_01757,电子产品,15.61
prod_01758,电子产品,10.0
prod_01759,图书,24.36
prod_01760,服装,24.49
prod_01761,服装,15.44
prod_01762,家居用品,15.93
prod_01763,食品,22.72
prod_01764,服装,54.4
prod_01765,家居用品,51.4
prod_01766,服装,29.53
prod_01767,服装,14.25
prod_01768,母婴用品,15.3
prod_01769,母婴用品,16.53
prod_01770,运动户外,14.01
prod_01771,母婴用品,10.0
prod_01772,家居用品,10.77
prod_01773,运动户外,32.52
prod_01774,服装,12.02
prod_01775,图书,20.67
prod_01776,家居用品,20.1
prod_01777,运动户外,29.0
prod_01778,电子产品,11.84
prod_01779,家居用品,10.0
prod_01780,运动户外,12.27
prod_01781,图书,10.0
prod_01782,食品,10.0
prod_01783,美妆,12.9
prod_01784,电子产品,11.62
prod_01785,美妆,19.65
prod_01786,电子产品,30.55
prod_01787,运动户外,89.99
prod_01788,食品,21.64
prod_01789,母婴用品,20.58
prod_01790,服装,99.32
prod_01791,服装,10.0
prod_01792,服装,10.0
prod_01793,服装,32.52
prod_01794,电子产品,57.53
prod_01795,运动户外,63.16
prod_01796,服装,10.0
prod_01797,食品,10.0
prod_01798,电子产品,18.29
prod_01799,电子产品,35.42
prod_01800,食品,14.8
prod_01801,运动户外,10.0
prod_01802,服装,10.0
prod_01803,电子产品,46.01
prod_01804,电子产品,47.15
prod_01805,运动户外,33.26
prod_01806,图书,19.3
prod_01807,母婴用品,10.03
prod_01808,电子产品,10.0
prod_01809,母婴用品,10.0
prod_01810,运动户外,10.0
prod_01811,运动户外,15.8
prod_01812,电子产品,29.15
prod_01813,图书,21.17
prod_01814,食品,62.36
prod_01815,食品,23.17
prod_01816,服装,10.0
prod_01817,图书,18.0
prod_01818,母婴用品,18.45
prod_01819,图书,29.95
prod_01820,美妆,39.57
prod_01821,美妆,29.3
prod_01822,美妆,13.61
prod_01823,家居用品,60.6
prod_01824,家居用品,39.23
prod_01825,图书,10.0
prod_01826,电子产品,36.99
prod_01827,图书,10.0
prod_01828,运动户外,10.0
prod_01829,食品,24.57
prod_01830,母婴用品,128.86
prod_01831,服装,19.25
prod_01832,电子产品,15.94
prod_01833,服装,21.7
prod_01834,母婴用品,135.96
prod_01835,母婴用品,16.21
prod_01836,服装,44.11
prod_01837,电子产品,14.61
prod_01838,家居用品,12.62
prod_01839,食品,62.16
prod_01840,食品,10.0
prod_01841,美妆,36.5
prod_01842,运动户外,15.28
prod_01843,图书,10.96
prod_01844,家居用品,14.38
prod_01845,服装,10.0
prod_01846,运动户外,10.0
prod_01847,美妆,22.36
prod_01848,电子产品,16.48
prod_01849,家居用品,10.0
prod_01850,图书,65.71
prod_01851,电子产品,10.0
prod_01852,美妆,63.42
prod_01853,食品,22.59
prod_01854,电子产品,16.27
prod_01855,美妆,21.65
prod_01856,电子产品,25.4
prod_01857,服装,10.0
prod_01858,家居用品,10.0
prod_01859,美妆,17.11
prod_01860,图书,28.49
prod_01861,电子产品,34.16
prod_01862,运动户外,54.4
prod_01863,电子产品,10.0
prod_01864,食品,26.72
prod_01865,食品,19.88
prod_01866,美妆,13.12
prod_01867,家居用品,99.78
prod_01868,电子产品,28.38
prod_01869,服装,63.0
prod_01870,电子产品,10.0
prod_01871,运动户外,46.42
prod_01872,电子产品,30.84
prod_01873,服装,35.21
prod_01874,服装,15.89
prod_01875,食品,108.7
prod_01876,图书,17.16
prod_01877,服装,19.79
prod_01878,电子产品,10.0
prod_01879,图书,19.46
prod_01880,电子产品,17.47
prod_01881,美妆,47.35
prod_01882,运动户外,33.37
prod_01883,家居用品,51.35
prod_01884,服装,18.43
prod_01885,电子产品,15.31
prod_01886,运动户外,40.74
prod_01887,图书,22.79
prod_01888,家居用品,10.0
prod_01889,服装,13.98
prod_01890,美妆,10.0
prod_01891,服装,10.46
prod_01892,电子产品,45.64
prod_01893,食品,15.35
prod_01894,图书,16.19
prod_01895,家居用品,17.2
prod_01896,电子产品,20.26
prod_01897,运动户外,15.37
prod_01898,家居用品,85.91
prod_01899,食品,10.0
prod_01900,美妆,24.12
prod_01901,家居用品,31.34
prod_01902,美妆,10.0
prod_01903,服装,33.67
prod_01904,食品,11.77
prod_01905,食品,29.48
prod_01906,运动户外,10.0
prod_01907,美妆,21.54
prod_01908,家居用品,119.56
prod_01909,电子产品,10.0
prod_01910,电子产品,14.41
prod_01911,母婴用品,75.17
prod_01912,母婴用品,54.01
prod_01913,电子产品,81.36
prod_01914,服装,14.95
prod_01915,电子产品,26.51
prod_01916,母婴用品,29.05
prod_01917,家居用品,10.79
prod_01918,食品,10.0
prod_01919,电子产品,10.0
prod_01920,家居用品,13.45
prod_01921,家居用品,10.0
prod_01922,服装,11.69
prod_01923,服装,10.0
prod_01924,家居用品,30.26
prod_01925,电子产品,27.55
prod_01926,服装,12.72
prod_01927,运动户外,15.28
prod_01928,图书,32.34
prod_01929,图书,15.12
prod_01930,服装,12.47
prod_01931,图书,10.0
prod_01932,服装,57.07
prod_01933,电子产品,10.0
prod_01934,服装,15.6
prod_01935,电子产品,10.0
prod_01936,电子产品,22.56
prod_01937,电子产品,14.04
prod_01938,家居用品,21.48
prod_01939,家居用品,10.25
prod_01940,美妆,13.97
prod_01941,食品,10.0
prod_01942,运动户外,10.0
prod_01943,电子产品,13.87
prod_01944,家居用品,22.91
prod_01945,母婴用品,17.86
prod_01946,服装,59.79
prod_01947,图书,10.0
prod_01948,服装,16.29
prod_01949,服装,10.0
prod_01950,电子产品,17.58
prod_01951,运动户外,11.74
prod_01952,电子产品,13.29
prod_01953,家居用品,11.64
prod_01954,美妆,28.44
prod_01955,食品,25.13
prod_01956,运动户外,10.0
