order_id,product_id,quantity,price
order_009712,prod_03125,2,37.61
order_009713,prod_00374,1,10.46
order_009713,prod_03662,1,38.48
order_009713,prod_02267,3,66.11
order_009713,prod_02855,1,22.53
order_009714,prod_00361,3,26.24
order_009715,prod_04765,2,29.05
order_009715,prod_02513,2,40.72
order_009716,prod_01614,2,10.0
order_009716,prod_03138,3,10.61
order_009716,prod_03043,2,11.77
order_009716,prod_00024,1,41.09
order_009717,prod_00557,2,11.45
order_009718,prod_01447,2,10.41
order_009718,prod_04510,1,66.39
order_009719,prod_03052,1,18.53
order_009719,prod_01243,3,10.0
order_009719,prod_02987,3,38.25
order_009719,prod_00640,3,10.0
order_009719,prod_01782,1,10.0
order_009720,prod_02454,1,21.96
order_009720,prod_03550,2,16.35
order_009720,prod_01995,3,11.25
order_009721,prod_03247,1,12.26
order_009722,prod_01307,2,10.0
order_009723,prod_02210,1,27.1
order_009724,prod_00646,2,10.0
order_009724,prod_03397,2,12.59
order_009724,prod_03802,1,13.78
order_009725,prod_03706,2,45.23
order_009725,prod_02768,1,16.28
order_009725,prod_04377,2,10.0
order_009726,prod_00867,1,10.0
order_009726,prod_03617,1,25.1
order_009727,prod_01197,2,21.7
order_009728,prod_01978,2,57.14
order_009728,prod_01696,1,63.85
order_009729,prod_00770,1,47.21
order_009729,prod_01376,2,12.55
order_009730,prod_00245,3,41.5
order_009730,prod_00383,1,62.88
order_009731,prod_00899,1,46.34
order_009731,prod_01588,2,13.54
order_009731,prod_04500,1,24.84
order_009732,prod_03152,1,46.44
order_009732,prod_02544,2,10.0
order_009733,prod_02212,3,26.54
order_009733,prod_02331,2,96.16
order_009733,prod_00914,1,12.28
order_009734,prod_01368,1,39.0
order_009734,prod_01844,1,14.38
order_009735,prod_01536,2,82.9
order_009735,prod_00487,3,21.87
order_009735,prod_04470,2,24.3
order_009735,prod_03389,1,10.0
order_009736,prod_04552,3,10.0
order_009736,prod_01048,1,74.16
order_009736,prod_00439,2,22.25
order_009737,prod_04005,1,17.19
order_009737,prod_00196,1,10.0
order_009738,prod_00518,2,16.01
order_009738,prod_02322,3,10.7
order_009738,prod_03650,2,41.33
order_009738,prod_02135,2,35.38
order_009738,prod_03530,1,122.96
order_009739,prod_00587,1,10.0
order_009739,prod_02295,1,10.0
order_009739,prod_01732,2,12.17
order_009740,prod_02515,3,10.0
order_009740,prod_00387,2,10.22
order_009740,prod_04436,3,49.79
order_009741,prod_01705,2,22.28
order_009742,prod_00627,1,21.54
order_009743,prod_03693,2,20.82
order_009743,prod_04415,1,61.3
order_009744,prod_02414,2,20.67
order_009744,prod_03939,2,25.58
order_009744,prod_01906,1,10.0
order_009745,prod_04659,3,75.1
order_009746,prod_04083,3,14.44
order_009746,prod_02346,1,34.36
order_009746,prod_02088,2,36.22
order_009747,prod_01208,2,71.99
order_009747,prod_00159,2,32.29
order_009747,prod_02440,2,14.94
order_009748,prod_00277,2,31.92
order_009749,prod_04171,3,10.0
order_009749,prod_03052,3,18.53
order_009750,prod_01581,2,30.78
order_009750,prod_03273,3,31.91
order_009750,prod_01264,2,11.5
order_009751,prod_01733,3,10.99
order_009751,prod_00802,1,12.09
order_009751,prod_03509,1,64.7
order_009752,prod_04132,2,17.45
order_009753,prod_02040,2,93.13
order_009754,prod_03519,1,10.0
order_009754,prod_00128,2,10.24
order_009754,prod_00479,2,53.5
order_009755,prod_02581,2,12.97
order_009755,prod_00237,2,29.33
order_009755,prod_03494,1,32.14
order_009756,prod_02938,2,16.21
order_009757,prod_04579,1,10.0
order_009757,prod_03567,3,12.88
order_009758,prod_02202,1,92.16
order_009759,prod_02726,3,10.0
order_009759,prod_00556,3,53.92
order_009760,prod_01895,1,17.2
order_009761,prod_02625,2,35.32
order_009761,prod_02263,3,10.0
order_009761,prod_03182,2,44.01
order_009762,prod_00387,2,10.22
order_009762,prod_02963,1,23.91
order_009763,prod_04970,3,41.21
order_009763,prod_00112,2,65.1
order_009763,prod_04105,1,27.31
order_009764,prod_01121,3,42.79
order_009765,prod_02425,3,83.16
order_009765,prod_01090,2,23.25
order_009766,prod_04293,3,10.0
order_009766,prod_04716,3,26.28
order_009767,prod_01380,3,10.0
order_009767,prod_00056,1,28.67
order_009768,prod_01296,2,10.0
order_009768,prod_03045,3,16.15
order_009769,prod_03028,3,23.36
order_009769,prod_02387,3,36.5
order_009769,prod_03787,2,21.24
order_009770,prod_02277,3,12.33
order_009770,prod_01853,2,22.59
order_009770,prod_04056,1,13.36
order_009771,prod_01352,1,10.0
order_009771,prod_02296,3,51.15
order_009772,prod_02968,1,18.52
order_009772,prod_03253,3,31.64
order_009772,prod_04601,3,10.0
order_009773,prod_03375,3,68.22
order_009773,prod_01641,2,42.91
order_009773,prod_00315,2,12.64
order_009774,prod_03972,2,16.65
order_009774,prod_02372,2,17.08
order_009774,prod_04469,3,10.42
order_009774,prod_04397,3,37.95
order_009774,prod_01176,1,16.15
order_009774,prod_03373,1,28.76
order_009774,prod_04511,1,23.13
order_009774,prod_01186,3,10.21
order_009775,prod_04290,2,74.33
order_009775,prod_00140,2,11.94
order_009776,prod_03902,3,17.22
order_009776,prod_01139,1,10.0
order_009777,prod_04284,3,14.31
order_009777,prod_00180,3,10.0
order_009777,prod_00291,1,60.23
order_009778,prod_02659,3,39.57
order_009779,prod_00513,2,32.78
order_009780,prod_04729,2,18.3
order_009781,prod_02843,2,11.84
order_009781,prod_00058,3,16.55
order_009782,prod_03321,3,13.2
order_009783,prod_00861,2,18.43
order_009783,prod_03584,3,11.4
order_009784,prod_04391,3,22.37
order_009784,prod_00114,3,23.02
order_009784,prod_04187,1,48.34
order_009784,prod_01084,2,11.92
order_009785,prod_01747,3,76.03
order_009785,prod_03513,3,14.81
order_009785,prod_04538,3,12.9
order_009785,prod_00976,3,19.85
order_009785,prod_03969,3,20.08
order_009786,prod_03623,1,11.18
order_009787,prod_04519,1,19.68
order_009788,prod_03748,2,10.0
order_009788,prod_04963,2,40.22
order_009789,prod_01527,1,37.66
order_009789,prod_03080,1,70.33
order_009789,prod_04686,2,35.86
order_009790,prod_00934,2,10.0
order_009790,prod_00794,2,10.0
order_009790,prod_04376,1,34.86
order_009790,prod_00397,1,39.41
order_009791,prod_04081,2,13.91
order_009792,prod_03816,1,30.21
order_009792,prod_03498,1,40.05
order_009792,prod_04836,1,30.75
order_009793,prod_03255,1,25.33
order_009793,prod_01047,3,12.76
order_009793,prod_02436,3,10.0
order_009793,prod_02364,2,14.67
order_009793,prod_00952,1,91.96
order_009793,prod_02613,2,16.46
order_009793,prod_03402,2,22.37
order_009793,prod_00818,3,16.45
order_009794,prod_04193,1,22.06
order_009794,prod_00339,3,13.73
order_009794,prod_02017,2,10.0
order_009795,prod_00075,2,43.25
order_009795,prod_04725,3,10.0
order_009796,prod_02020,2,10.0
order_009796,prod_02614,1,10.0
order_009797,prod_02101,1,10.99
order_009797,prod_02100,2,10.0
order_009797,prod_03877,3,36.47
order_009798,prod_00137,1,19.8
order_009798,prod_02064,3,10.0
order_009799,prod_04757,2,55.41
order_009799,prod_02402,1,10.0
order_009800,prod_04894,3,16.57
order_009801,prod_02433,2,50.34
order_009801,prod_04265,3,10.0
order_009801,prod_00890,1,32.83
order_009802,prod_03554,2,39.51
order_009802,prod_03815,3,10.0
order_009802,prod_03036,2,20.76
order_009802,prod_03717,3,28.95
order_009802,prod_03513,2,14.81
order_009803,prod_00156,1,20.32
order_009803,prod_02739,3,13.66
order_009804,prod_04125,3,15.71
order_009804,prod_01355,1,35.15
order_009804,prod_02321,3,104.27
order_009805,prod_00188,2,97.28
order_009806,prod_02408,3,27.14
order_009806,prod_03656,2,10.0
order_009807,prod_01434,3,13.6
order_009808,prod_03161,1,37.05
order_009809,prod_02066,3,10.0
order_009809,prod_02790,3,10.0
order_009810,prod_00475,2,24.73
order_009810,prod_02872,1,44.81
order_009811,prod_02935,2,10.0
order_009811,prod_01161,2,17.1
order_009812,prod_03319,2,32.51
order_009812,prod_02022,3,18.4
order_009812,prod_00670,2,10.0
order_009812,prod_02966,1,34.12
order_009813,prod_00459,3,45.8
order_009813,prod_01005,3,16.81
order_009814,prod_04554,2,10.0
order_009814,prod_01647,3,10.0
order_009814,prod_04044,1,21.76
order_009814,prod_04332,1,10.0
order_009815,prod_02428,1,17.87
order_009815,prod_03824,2,10.69
order_009816,prod_01682,3,11.71
order_009816,prod_02200,2,27.65
order_009817,prod_00232,2,17.87
order_009817,prod_02983,2,14.7
order_009818,prod_02036,3,12.78
order_009819,prod_04882,3,21.86
order_009819,prod_00839,3,34.47
order_009819,prod_03397,1,12.59
order_009820,prod_02849,3,10.0
order_009820,prod_03832,3,19.62
order_009821,prod_03233,1,10.0
order_009821,prod_02150,2,34.18
order_009822,prod_04361,2,19.44
order_009823,prod_02925,2,20.28
order_009823,prod_04907,2,51.41
order_009823,prod_00549,2,13.18
order_009824,prod_01997,2,42.1
order_009824,prod_00202,3,45.77
order_009825,prod_01099,1,13.34
order_009825,prod_01271,1,35.59
order_009826,prod_01891,3,10.46
order_009826,prod_02689,3,21.72
order_009826,prod_02056,3,20.16
order_009827,prod_02488,1,17.87
order_009828,prod_00622,2,50.6
order_009828,prod_00144,3,11.32
order_009829,prod_00339,1,13.73
order_009829,prod_00091,3,21.18
order_009830,prod_00127,1,14.71
order_009831,prod_01448,3,12.83
order_009831,prod_01387,1,12.09
order_009832,prod_02051,3,22.47
order_009833,prod_04754,2,11.17
order_009833,prod_01208,2,71.99
order_009834,prod_00022,2,10.0
order_009835,prod_04582,2,10.0
order_009835,prod_00027,2,14.0
order_009835,prod_01219,3,16.34
order_009836,prod_02418,2,19.43
order_009837,prod_03374,1,33.92
order_009837,prod_00060,2,10.06
order_009837,prod_01028,2,36.0
order_009838,prod_00363,1,19.64
order_009838,prod_00475,3,24.73
order_009839,prod_03157,2,50.45
order_009839,prod_01088,3,10.0
order_009840,prod_03670,3,18.1
order_009841,prod_04669,2,18.71
order_009841,prod_02017,1,10.0
order_009841,prod_01652,2,10.0
order_009841,prod_03504,1,27.99
order_009841,prod_03928,1,10.0
order_009842,prod_01773,2,32.52
order_009842,prod_00864,1,61.95
order_009843,prod_04128,1,15.86
order_009843,prod_03186,2,110.34
order_009843,prod_04109,2,80.34
order_009844,prod_01554,3,45.28
order_009844,prod_02208,1,48.07
order_009844,prod_04007,3,87.47
order_009845,prod_02108,1,20.67
order_009845,prod_04366,1,53.32
order_009845,prod_03550,1,16.35
order_009846,prod_01514,1,29.07
order_009846,prod_04214,3,39.93
order_009846,prod_00305,3,50.58
order_009846,prod_02093,1,12.73
order_009847,prod_00109,2,16.58
order_009848,prod_00328,1,10.0
order_009849,prod_03775,3,10.0
order_009849,prod_01087,2,14.59
order_009850,prod_04492,3,37.48
order_009850,prod_03704,3,10.85
order_009850,prod_01661,3,25.98
order_009851,prod_01552,3,72.38
order_009851,prod_01789,1,20.58
order_009851,prod_01373,2,43.36
order_009851,prod_03417,1,37.65
order_009852,prod_03335,3,10.0
order_009852,prod_01599,2,10.0
order_009853,prod_01463,3,28.45
order_009854,prod_00263,1,23.85
order_009854,prod_02539,3,19.0
order_009854,prod_03515,3,19.82
order_009855,prod_03355,3,15.35
order_009855,prod_02246,1,10.8
order_009856,prod_02145,3,22.17
order_009857,prod_01354,2,10.0
order_009857,prod_04908,1,13.41
order_009858,prod_01517,3,61.74
order_009858,prod_02258,3,20.99
order_009859,prod_01266,2,18.71
order_009859,prod_01611,2,30.24
order_009859,prod_03272,2,47.68
order_009860,prod_00279,3,11.77
order_009860,prod_04888,1,24.13
order_009861,prod_04125,3,15.71
order_009861,prod_02526,3,44.88
order_009861,prod_00456,2,10.0
order_009862,prod_03055,3,10.0
order_009862,prod_00159,3,32.29
order_009862,prod_03034,3,46.08
order_009863,prod_04497,3,38.12
order_009863,prod_00558,2,10.0
order_009863,prod_04568,3,10.0
order_009864,prod_01827,2,10.0
order_009864,prod_04212,1,28.61
order_009864,prod_03721,2,46.55
order_009864,prod_01997,2,42.1
order_009865,prod_04981,1,32.06
order_009865,prod_04581,1,21.33
order_009865,prod_03982,1,39.47
order_009866,prod_04185,1,29.7
order_009867,prod_02127,1,15.5
order_009867,prod_04486,3,18.9
order_009868,prod_02792,2,14.36
order_009868,prod_02845,1,32.27
order_009868,prod_04267,3,172.52
order_009869,prod_03071,1,56.67
order_009869,prod_03959,2,73.71
order_009869,prod_03300,1,33.29
order_009870,prod_02593,3,47.27
order_009871,prod_02638,2,10.0
order_009871,prod_01952,3,13.29
order_009872,prod_03194,2,10.0
order_009873,prod_00027,1,14.0
order_009873,prod_04224,1,10.0
order_009874,prod_00560,2,49.75
order_009874,prod_04612,2,23.28
order_009875,prod_00912,3,10.0
order_009875,prod_00214,3,35.6
order_009875,prod_00499,2,23.55
order_009876,prod_01848,3,16.48
order_009876,prod_03290,3,19.63
order_009876,prod_03587,1,44.77
order_009877,prod_03371,2,22.18
order_009877,prod_02062,1,38.06
order_009878,prod_04278,1,43.99
order_009878,prod_04699,1,10.0
order_009879,prod_00670,2,10.0
order_009879,prod_04870,3,11.6
order_009879,prod_00437,3,11.92
order_009880,prod_04008,2,27.45
order_009880,prod_04845,1,21.05
order_009881,prod_02530,3,36.48
order_009881,prod_01692,2,10.63
order_009882,prod_01629,3,38.91
order_009882,prod_00848,1,16.16
order_009883,prod_00506,1,10.0
order_009884,prod_00312,1,113.12
order_009884,prod_02221,2,18.02
order_009884,prod_03494,3,32.14
order_009884,prod_03819,1,10.0
order_009884,prod_03411,2,17.29
order_009885,prod_01050,3,23.94
order_009886,prod_03208,3,39.46
order_009886,prod_01020,2,25.19
order_009886,prod_03960,2,17.39
order_009887,prod_02565,3,22.7
order_009888,prod_02009,2,10.0
order_009888,prod_03048,1,42.57
order_009888,prod_01441,1,10.94
order_009889,prod_01653,3,10.0
order_009890,prod_03536,1,38.57
order_009890,prod_03944,1,10.0
order_009891,prod_00450,1,20.4
order_009891,prod_00408,1,30.37
order_009892,prod_00967,1,24.06
order_009892,prod_03326,3,14.25
order_009893,prod_02128,3,10.0
order_009894,prod_01913,3,81.36
order_009895,prod_03049,3,20.09
order_009896,prod_03539,2,10.0
order_009896,prod_04070,3,35.35
order_009897,prod_03711,2,23.2
order_009898,prod_00363,2,19.64
order_009898,prod_00168,3,14.84
order_009899,prod_04557,3,24.51
order_009899,prod_00960,1,23.28
order_009900,prod_03566,1,34.73
order_009900,prod_01246,1,11.58
order_009900,prod_01663,1,16.23
order_009901,prod_02610,2,10.0
order_009902,prod_03537,2,33.26
order_009902,prod_02756,2,12.75
order_009903,prod_03230,2,25.62
order_009904,prod_03586,1,12.16
order_009904,prod_04681,2,10.0
order_009904,prod_04503,2,27.76
order_009905,prod_04683,3,15.43
order_009905,prod_03000,2,10.0
order_009905,prod_00272,1,76.54
order_009906,prod_02641,2,18.26
order_009907,prod_03031,1,16.79
order_009908,prod_00681,1,33.59
order_009908,prod_03693,1,20.82
order_009909,prod_00248,2,14.98
order_009909,prod_01712,1,10.0
order_009909,prod_03993,2,10.0
order_009909,prod_02667,3,17.89
order_009909,prod_01782,3,10.0
order_009910,prod_02084,1,10.0
order_009910,prod_03786,3,83.52
order_009911,prod_02635,3,13.49
order_009911,prod_04411,1,12.02
order_009911,prod_03614,1,12.97
order_009911,prod_00502,3,57.11
order_009911,prod_03207,3,45.45
order_009912,prod_04881,1,10.0
order_009912,prod_00881,2,30.51
order_009912,prod_03890,2,59.06
order_009913,prod_00623,1,19.34
order_009913,prod_01574,2,17.15
order_009914,prod_03199,1,18.06
order_009914,prod_04453,1,21.02
order_009914,prod_04329,1,32.19
order_009915,prod_03800,1,17.37
order_009915,prod_02584,3,10.0
order_009915,prod_04224,3,10.0
order_009916,prod_02239,2,59.83
order_009916,prod_01049,1,10.0
order_009917,prod_03340,3,101.17
order_009917,prod_01986,1,17.09
order_009918,prod_00100,3,18.86
order_009919,prod_00862,3,10.0
order_009919,prod_01625,3,10.0
order_009920,prod_02641,2,18.26
order_009921,prod_01382,1,28.09
order_009921,prod_03155,2,79.36
order_009921,prod_02382,3,22.46
order_009921,prod_03714,2,29.48
order_009922,prod_04667,1,10.0
order_009923,prod_03394,2,15.2
order_009923,prod_01137,1,72.03
order_009923,prod_04221,3,25.33
order_009923,prod_04860,3,23.66
order_009924,prod_00069,1,10.0
order_009924,prod_03932,1,14.77
order_009925,prod_01049,1,10.0
order_009925,prod_04916,2,26.15
order_009926,prod_01962,2,12.29
order_009926,prod_03911,1,15.63
order_009927,prod_04386,1,10.0
order_009927,prod_04470,1,24.3
order_009928,prod_00858,2,10.0
order_009928,prod_04479,1,35.17
order_009928,prod_00266,2,16.94
order_009929,prod_02683,2,71.68
order_009929,prod_03911,3,15.63
order_009930,prod_02019,2,10.0
order_009930,prod_01234,1,13.69
order_009930,prod_02511,1,21.55
order_009931,prod_03341,1,73.39
order_009932,prod_03565,1,14.7
order_009932,prod_00272,1,76.54
order_009932,prod_04059,3,36.42
order_009933,prod_04198,2,26.29
order_009933,prod_01664,2,11.95
order_009933,prod_00269,1,61.58
order_009934,prod_00055,3,10.0
order_009934,prod_00046,2,28.9
order_009934,prod_03949,1,10.0
order_009934,prod_03368,2,10.0
order_009935,prod_01041,1,10.0
order_009935,prod_02489,1,39.23
order_009935,prod_03221,2,21.45
order_009935,prod_04670,1,11.64
order_009936,prod_03300,3,33.29
order_009936,prod_01167,3,58.15
order_009936,prod_04708,2,52.22
order_009936,prod_01217,3,48.08
order_009937,prod_01449,2,10.0
order_009938,prod_04091,3,39.82
order_009938,prod_03573,1,10.77
order_009938,prod_00164,1,10.0
order_009939,prod_00428,2,30.03
order_009940,prod_03669,1,16.88
order_009940,prod_03307,1,19.09
order_009941,prod_01595,2,10.0
order_009941,prod_02337,2,10.0
order_009942,prod_01408,3,57.74
order_009942,prod_00007,1,42.59
order_009942,prod_01590,1,10.0
order_009942,prod_00721,3,10.0
order_009943,prod_02824,3,26.77
order_009943,prod_03551,2,22.19
order_009944,prod_04916,3,26.15
order_009944,prod_03488,1,25.27
order_009945,prod_00040,1,41.7
order_009945,prod_03201,3,14.82
order_009945,prod_03218,3,19.35
order_009945,prod_02499,3,21.52
order_009945,prod_04107,1,36.62
order_009945,prod_00734,1,11.54
order_009946,prod_04746,3,31.32
order_009946,prod_03509,1,64.7
order_009946,prod_02809,1,10.0
order_009946,prod_00641,1,16.74
order_009946,prod_03866,1,29.82
order_009946,prod_00966,3,10.0
order_009947,prod_04534,2,49.87
order_009947,prod_04516,3,13.83
order_009948,prod_00540,2,10.34
order_009948,prod_04279,1,12.14
order_009949,prod_03965,3,12.91
order_009949,prod_02529,2,30.24
order_009949,prod_00788,3,47.72
order_009950,prod_04570,3,29.35
order_009950,prod_01312,1,13.45
order_009951,prod_01040,1,10.0
order_009951,prod_04691,1,17.95
order_009951,prod_03417,1,37.65
order_009952,prod_00586,2,42.8
order_009952,prod_02047,3,13.35
order_009952,prod_03647,1,13.64
order_009952,prod_00846,2,34.21
order_009953,prod_00511,1,30.86
order_009953,prod_03871,1,32.69
order_009953,prod_01581,2,30.78
order_009954,prod_04685,1,19.32
order_009955,prod_01937,2,14.04
order_009955,prod_00031,2,159.5
order_009955,prod_00060,1,10.06
order_009956,prod_00943,1,56.46
order_009956,prod_00013,3,10.0
order_009956,prod_04472,1,23.59
order_009956,prod_01367,3,88.39
order_009957,prod_01600,1,24.1
order_009958,prod_01195,3,10.0
order_009958,prod_00391,1,10.0
order_009959,prod_02206,3,10.0
order_009959,prod_03563,1,43.76
order_009959,prod_00592,2,45.66
order_009959,prod_04987,2,16.13
order_009960,prod_02075,3,56.01
order_009960,prod_00182,3,11.03
order_009960,prod_02920,3,10.0
order_009961,prod_04759,3,27.71
order_009961,prod_03708,2,38.73
order_009962,prod_04014,2,26.68
order_009962,prod_00151,3,17.61
order_009962,prod_02454,2,21.96
order_009962,prod_02072,3,14.1
order_009962,prod_03405,3,10.59
order_009963,prod_00681,1,33.59
order_009963,prod_04939,3,10.0
order_009963,prod_03690,1,21.48
order_009963,prod_01993,3,113.86
order_009964,prod_04352,1,20.23
order_009964,prod_02493,2,10.78
order_009965,prod_04390,1,61.8
order_009965,prod_04382,1,14.84
order_009966,prod_00667,2,10.0
order_009966,prod_03370,1,16.77
order_009967,prod_04474,1,24.7
order_009967,prod_01983,1,16.62
order_009968,prod_01702,2,17.02
order_009968,prod_01843,3,10.96
order_009969,prod_00213,1,16.25
order_009969,prod_04851,1,24.89
order_009969,prod_02102,3,10.0
order_009970,prod_03989,3,19.13
order_009970,prod_00550,2,10.0
order_009970,prod_03527,2,12.04
order_009971,prod_03886,1,25.72
order_009971,prod_00494,2,10.0
order_009972,prod_00341,2,10.0
order_009973,prod_04072,2,41.62
order_009973,prod_00239,2,24.93
order_009974,prod_03469,2,10.0
order_009975,prod_04942,3,89.6
order_009975,prod_02728,3,10.0
order_009976,prod_03000,2,10.0
order_009976,prod_02605,2,10.0
order_009977,prod_00394,2,19.26
order_009977,prod_00507,2,75.62
order_009978,prod_04963,2,40.22
order_009979,prod_02741,3,10.0
order_009980,prod_02821,3,10.0
order_009981,prod_02732,2,27.84
order_009981,prod_01050,1,23.94
order_009981,prod_01405,3,19.25
order_009982,prod_01282,3,10.0
order_009982,prod_02508,3,34.41
order_009982,prod_02755,1,37.44
order_009983,prod_00680,1,10.0
order_009983,prod_04779,3,10.0
order_009983,prod_00153,3,11.9
order_009984,prod_04560,3,16.02
order_009984,prod_00630,1,10.0
order_009985,prod_03705,1,10.0
order_009985,prod_01213,1,26.99
order_009986,prod_01472,3,10.38
order_009987,prod_01905,2,29.48
order_009987,prod_03770,2,14.14
order_009987,prod_04432,2,10.37
order_009987,prod_00449,2,10.0
order_009988,prod_04358,3,10.0
order_009989,prod_02205,2,22.45
order_009989,prod_03270,3,35.39
order_009989,prod_00842,3,44.17
order_009990,prod_02762,1,53.69
order_009990,prod_01146,1,14.78
order_009991,prod_01716,2,10.12
order_009991,prod_00150,1,17.89
order_009991,prod_02508,2,34.41
order_009991,prod_02103,2,114.23
order_009992,prod_01568,1,13.21
order_009992,prod_00938,2,24.47
order_009992,prod_00780,1,27.42
order_009992,prod_04678,1,67.28
order_009993,prod_03198,3,20.79
order_009993,prod_04489,1,11.5
order_009993,prod_02544,2,10.0
order_009993,prod_00735,2,19.59
order_009994,prod_04141,2,22.5
order_009995,prod_01483,1,13.39
order_009996,prod_02087,2,24.0
order_009997,prod_00674,2,25.02
order_009997,prod_00335,1,10.0
order_009997,prod_00088,3,10.0
order_009998,prod_04477,3,16.7
order_009999,prod_00628,3,16.89
order_009999,prod_00408,3,30.37
order_010000,prod_01052,1,15.21
order_010000,prod_02841,2,32.96
order_010001,prod_04599,2,22.02
order_010001,prod_02282,2,14.51
order_010001,prod_03357,2,21.54
order_010002,prod_02385,2,23.81
order_010002,prod_03589,3,10.0
order_010003,prod_01434,3,13.6
order_010003,prod_03542,2,123.85
order_010003,prod_04093,2,53.49
order_010004,prod_01165,3,10.0
order_010004,prod_02910,2,20.95
order_010005,prod_00971,3,27.06
order_010005,prod_01853,2,22.59
order_010006,prod_04425,2,10.0
order_010006,prod_00283,1,40.14
order_010007,prod_04545,1,16.64
order_010007,prod_00301,2,12.31
order_010007,prod_01610,2,32.25
order_010008,prod_04088,1,23.13
order_010008,prod_01205,1,14.01
order_010009,prod_02670,1,15.82
order_010009,prod_00354,1,11.52
order_010009,prod_03926,2,12.01
order_010009,prod_00808,3,14.07
order_010010,prod_00874,3,129.12
order_010010,prod_04780,1,25.71
order_010011,prod_04518,3,55.22
order_010011,prod_00239,1,24.93
order_010012,prod_02610,1,10.0
order_010012,prod_04993,1,17.14
order_010012,prod_03889,3,17.43
order_010013,prod_04556,3,96.07
order_010013,prod_03112,1,50.82
order_010013,prod_01139,3,10.0
order_010014,prod_03016,1,35.02
order_010014,prod_02650,1,16.12
order_010015,prod_00435,2,10.0
order_010016,prod_04683,3,15.43
order_010016,prod_03102,2,68.2
order_010016,prod_01751,1,36.72
order_010016,prod_01773,1,32.52
order_010017,prod_02682,2,20.82
order_010017,prod_02630,3,10.01
order_010017,prod_02047,1,13.35
order_010018,prod_00450,1,20.4
order_010018,prod_03033,2,30.46
order_010018,prod_03476,1,24.48
order_010018,prod_02156,1,19.41
order_010018,prod_01206,2,12.81
order_010019,prod_02208,2,48.07
order_010019,prod_04339,1,35.86
order_010020,prod_00140,1,11.94
order_010020,prod_01563,2,102.21
order_010020,prod_00493,2,16.24
order_010020,prod_02693,3,84.86
order_010020,prod_00637,3,20.36
order_010020,prod_02566,1,12.71
order_010021,prod_03559,3,10.0
order_010022,prod_04177,3,11.44
order_010023,prod_02816,3,12.62
order_010023,prod_03532,2,20.01
order_010024,prod_01283,1,20.56
order_010024,prod_04831,1,10.0
order_010025,prod_02897,2,50.62
order_010025,prod_01593,2,17.01
order_010025,prod_00202,3,45.77
order_010025,prod_00110,2,135.58
order_010026,prod_01176,2,16.15
order_010026,prod_03450,2,30.5
order_010026,prod_01256,1,14.68
order_010027,prod_00486,3,10.0
order_010027,prod_01212,3,24.99
order_010028,prod_04072,3,41.62
order_010028,prod_00310,3,29.88
order_010029,prod_03755,3,10.0
order_010029,prod_04834,3,10.0
order_010029,prod_03059,2,17.27
order_010029,prod_00604,2,25.72
order_010030,prod_03492,1,16.16
order_010030,prod_02475,1,10.64
order_010030,prod_00320,2,10.0
order_010030,prod_01223,2,57.26
order_010031,prod_03950,1,28.13
order_010032,prod_00867,1,10.0
order_010033,prod_01763,1,22.72
order_010033,prod_03721,2,46.55
order_010033,prod_02160,2,10.0
order_010033,prod_04874,3,40.38
order_010034,prod_00407,2,31.48
order_010034,prod_02663,1,33.51
order_010034,prod_00835,3,44.08
order_010035,prod_00466,3,11.11
order_010035,prod_00480,1,11.38
order_010036,prod_00098,1,63.15
order_010037,prod_00982,2,18.73
order_010038,prod_03273,2,31.91
order_010038,prod_00950,3,28.36
order_010038,prod_03377,1,28.13
order_010039,prod_04327,1,11.03
order_010039,prod_03172,2,18.75
order_010039,prod_02708,2,18.88
order_010040,prod_03084,2,22.13
order_010040,prod_01722,1,10.0
order_010041,prod_01626,3,57.7
order_010041,prod_03919,1,22.57
order_010041,prod_03343,3,16.74
order_010042,prod_03063,1,20.83
order_010042,prod_04977,3,10.0
order_010042,prod_02682,2,20.82
order_010043,prod_00971,3,27.06
order_010044,prod_02684,3,10.0
order_010045,prod_03766,3,25.77
order_010045,prod_02317,3,10.0
order_010045,prod_03716,3,42.33
order_010045,prod_02127,3,15.5
order_010046,prod_02418,2,19.43
order_010046,prod_04680,1,17.08
order_010046,prod_04285,2,16.94
order_010047,prod_01743,1,20.12
order_010047,prod_01364,1,15.95
order_010047,prod_04764,2,22.34
order_010048,prod_01760,1,24.49
order_010048,prod_02857,2,47.41
order_010048,prod_01154,3,13.7
order_010048,prod_03925,2,10.13
order_010049,prod_04668,3,13.21
order_010049,prod_00894,1,35.45
order_010049,prod_03492,1,16.16
order_010050,prod_02981,3,29.8
order_010050,prod_00410,3,11.74
order_010050,prod_04105,3,27.31
order_010051,prod_04198,2,26.29
order_010051,prod_04015,1,61.09
order_010052,prod_04090,1,10.0
order_010052,prod_02881,3,26.22
order_010052,prod_04062,3,10.72
order_010053,prod_03307,3,19.09
order_010053,prod_01447,1,10.41
order_010053,prod_00077,2,58.45
order_010054,prod_02465,3,10.0
order_010054,prod_00959,1,16.44
order_010055,prod_01977,2,10.0
order_010055,prod_00663,1,33.67
order_010055,prod_04656,2,15.15
order_010055,prod_03116,3,11.68
order_010056,prod_03255,2,25.33
order_010056,prod_04427,2,25.2
order_010057,prod_00559,2,16.16
order_010057,prod_04403,1,24.65
order_010058,prod_01103,1,18.18
order_010058,prod_04592,3,10.0
